address,lat,lon,source,raw_json
日本、〒169-0072 東京都新宿区大久保１丁目１６−１９,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0053 東京都渋谷区代々木５丁目３８−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒169-0072 東京都新宿区大久保２丁目３２−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0022 東京都新宿区新宿２丁目１８−５ 第2成光ビル 一階,,,nominatim,"{""note"": ""no_result""}"
日本、〒164-0012 東京都中野区本町５丁目３−８,,,nominatim,"{""note"": ""no_result""}"
日本、〒107-0061 東京都港区北青山２丁目１−１９,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿３丁目４−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0022 東京都新宿区新宿３丁目１２−１２ 吉田ビル 4F,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0022 東京都新宿区新宿３丁目１−３０ 笹屋ビル 4 階,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿７丁目１９−３ 1F 店舗,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0053 東京都渋谷区代々木３丁目４２−２ 高山ビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0051 東京都渋谷区千駄ケ谷３丁目６０−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0051 東京都渋谷区千駄ケ谷３丁目３−４ アーバンコア原宿 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒162-0067 東京都新宿区富久町１６−２４ 富久ロータリービル,,,nominatim,"{""note"": ""no_result""}"
日本、〒169-0074 東京都新宿区北新宿１丁目３６−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒150-0001 東京都渋谷区神宮前２丁目５−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿５丁目３−１１ リヴィエールブラン 一階,,,nominatim,"{""note"": ""no_result""}"
日本、〒164-0013 東京都中野区弥生町３丁目１０−７ ＢＧ望月,,,nominatim,"{""note"": ""no_result""}"
日本、〒171-0033 東京都豊島区高田３丁目２０−１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒162-0053 東京都新宿区原町３丁目３７ 村田第二ビル 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0022 東京都新宿区新宿７丁目１１−５ けやきHOUSE 2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0066 東京都渋谷区西原２丁目５−２ アーバンベッツ,,,nominatim,"{""note"": ""no_result""}"
日本、〒162-0063 東京都新宿区市谷薬王寺町４−１４ イヌイビル市谷 １階,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿５丁目２１−１ クラフトビル 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0061 東京都渋谷区初台１丁目９−４ サウス１９４ビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒169-0074 東京都新宿区北新宿１丁目２８−１３ コグレビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿４丁目１８−２ フィル・パーク西新宿 3階,,,nominatim,"{""note"": ""no_result""}"
日本、〒107-0061 東京都港区北青山２丁目９−１４ HACOGaienmae 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿６丁目１６−７ パークフロント西新宿 2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0014 東京都新宿区内藤町１−１ S3 新宿四谷 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒169-0073 東京都新宿区百人町１丁目１−１３,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0071 東京都渋谷区本町２丁目４−７ コーポ田中,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0053 東京都渋谷区代々木５丁目５７−８ パークサイド参宮橋 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒164-0003 東京都中野区東中野１丁目３７−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0071 東京都渋谷区本町４丁目１８−１ 萩原ビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒162-0067 東京都新宿区富久町１−５ KDA富久町ビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0071 東京都渋谷区本町２丁目８−１ アクア初台 102,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿６丁目１７−９ パークハイツ長田 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿４丁目３２−６ １Ｆ,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿５丁目８−３ パークサイド明治 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0053 東京都渋谷区代々木５丁目６７−１ ピア代々木5 201号室,,,nominatim,"{""note"": ""no_result""}"
日本、〒150-0001 東京都渋谷区神宮前３丁目３１−２ 3F,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0052 東京都渋谷区代々木神園町２−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒161-0035 東京都新宿区中井２丁目２８−１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒161-0034 東京都新宿区上落合１丁目２,,,nominatim,"{""note"": ""no_result""}"
日本、〒161-0035 東京都新宿区中井１丁目１４−１４,,,nominatim,"{""note"": ""no_result""}"
日本、〒162-0065 東京都新宿区住吉町８−８ アーバンハイツ,,,nominatim,"{""note"": ""no_result""}"
日本、〒162-0067 東京都新宿区富久町２１,,,nominatim,"{""note"": ""no_result""}"
日本、〒161-0034 東京都新宿区上落合１丁目２−２ 落合中央公園 犬の広場（ドッグラン,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0052 東京都渋谷区代々木神園町２−１ 代々木公園ドッグラン,,,nominatim,"{""note"": ""no_result""}"
日本、〒169-0074 東京都新宿区北新宿３丁目２０,,,nominatim,"{""note"": ""no_result""}"
日本、〒151-0052 東京都渋谷区代々木神園町２−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒162-0052 東京都新宿区戸山３丁目２,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿２丁目１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿５丁目１,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0022 東京都新宿区新宿４丁目１ Shinjuku-ku Shinjuku 4-1-7 Here is just an office. We have an accommodation in the another place. こちらはオフィスです。実際にお預かりする場所は獣医師の自宅(新宿区内)です。わんちゃんのお引渡し場所は可能な限りご希望に合わせ対応いたします。,,,nominatim,"{""note"": ""no_result""}"
日本、〒162-0055 東京都新宿区余丁町５−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒162-0067 東京都新宿区富久町１７−１ 富久クロス コンフォートタワー 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒169-0075 東京都新宿区高田馬場２丁目８−２６,,,nominatim,"{""note"": ""no_result""}"
日本、〒169-0072 東京都新宿区大久保２丁目１８−１０,,,nominatim,"{""note"": ""no_result""}"
日本、〒169-0075 東京都新宿区高田馬場３丁目２３−５ リベラル高田馬場 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0022 東京都新宿区新宿５丁目４−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒150-0001 東京都渋谷区神宮前１丁目８−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0022 東京都新宿区新宿３丁目１−３０,,,nominatim,"{""note"": ""no_result""}"
日本、〒164-0012 東京都中野区本町２丁目３４−３ 西側2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒169-0073 東京都新宿区百人町１丁目１８−１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0023 東京都新宿区西新宿３丁目７−２６ ハイネスロワイヤル １階・２階,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0021 東京都新宿区歌舞伎町１丁目１２−３ モンビル １F,,,nominatim,"{""note"": ""no_result""}"
日本、〒150-0001 東京都渋谷区神宮前１丁目１３−２１ シャンゼール 原宿２号館 4F,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0022 東京都新宿区新宿７丁目２６−３５,,,nominatim,"{""note"": ""no_result""}"
日本、〒169-0074 東京都新宿区北新宿３丁目１０−２５ 斉藤ビル １Ｆ,,,nominatim,"{""note"": ""no_result""}"
日本、〒160-0022 東京都新宿区新宿５丁目１７−５ b1,,,nominatim,"{""note"": ""no_result""}"
日本、〒112-0001 東京都文京区白山５丁目１−１６ 佐野ビル 1F-A,,,nominatim,"{""note"": ""no_result""}"
日本、〒113-0022 東京都文京区千駄木３丁目４０−１７ カサベルデ 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒102-0071 東京都千代田区富士見２丁目１０−２ 飯田橋グラン・ブルーム サクラテラス２F,,,nominatim,"{""note"": ""no_result""}"
"三恵ビル 303号室, 1-22-5 東池袋 豊島区 東京都 170-0013 日本",,,nominatim,"{""note"": ""no_result""}"
日本、〒113-0033 東京都文京区本郷１丁目２５−８ 水道橋Skビル 3F,,,nominatim,"{""note"": ""no_result""}"
日本、〒110-0005 東京都台東区上野７丁目２−２ 東叡堂ビル 8階,,,nominatim,"{""note"": ""no_result""}"
日本、〒113-0022 東京都文京区千駄木３丁目４３−１５,,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0014 東京都荒川区東日暮里６丁目１１−１ 筆山ビル １階,,,nominatim,"{""note"": ""no_result""}"
日本、〒113-0001 東京都文京区白山１丁目３７−１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒110-0001 東京都台東区谷中１丁目５−１１ ディアプラザ根津 地下１階,,,nominatim,"{""note"": ""no_result""}"
日本、〒113-0021 東京都文京区本駒込２丁目２７−１０ 本駒込ＳＩビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒101-0032 東京都千代田区岩本町１丁目２−１３ 渡東ビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒170-0002 東京都豊島区巣鴨１丁目２３−９ ウェスティスリー ウエスティⅢ1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒113-0022 東京都文京区千駄木３丁目３９−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒112-0011 東京都文京区千石１丁目２１−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒170-0005 東京都豊島区南大塚３丁目７ ル・グラン新大塚 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒162-0825 東京都新宿区神楽坂３丁目 神楽坂３－６ 和田 ビル 101,,,nominatim,"{""note"": ""no_result""}"
日本、〒113-0001 東京都文京区白山１丁目３１−６ クレール千寿 101号,,,nominatim,"{""note"": ""no_result""}"
日本、〒170-0005 東京都豊島区南大塚３丁目２７−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒101-0021 東京都千代田区外神田２丁目１６−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒110-0003 東京都台東区根岸３丁目５−４ 3丁目ビル 一階,,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0014 東京都荒川区東日暮里５丁目８−１３,,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0014 東京都荒川区東日暮里４丁目３３−１０ 菅野ビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒110-0003 東京都台東区根岸３丁目１−１０ アルス鶯谷 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒110-0003 東京都台東区根岸３丁目１−１０,,,nominatim,"{""note"": ""no_result""}"
日本、〒113-0022 東京都文京区千駄木１丁目１９−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒112-0012 東京都文京区大塚５丁目２６−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒113-0022 東京都文京区千駄木１丁目１９−１１ 阿部ビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒170-0005 東京都豊島区南大塚１丁目２−１０ パピーランド大塚ビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒113-0033 東京都文京区本郷３丁目２−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒170-0013 東京都豊島区東池袋５丁目１７−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0032 東京都台東区浅草１丁目２１−８ シャローグラス B1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0032 東京都台東区浅草２丁目６−１１ 平和ストアビル 4階,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0023 東京都墨田区立川３丁目１０−８,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0043 東京都台東区駒形２丁目１−３０ 1F,,,nominatim,"{""note"": ""no_result""}"
"日本、〒111-0032 東京都台東区浅草１丁目１６−１１ The Room, 6階",,,nominatim,"{""note"": ""no_result""}"
日本、〒110-0004 東京都台東区下谷１丁目１３−１０ 苗木ビル1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0032 東京都台東区浅草１丁目２９−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0015 東京都墨田区横網１丁目９−２ ドコモ墨田ビル 低層棟,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0002 東京都墨田区業平１丁目１８−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0034 東京都台東区雷門１丁目７−７ 里見ビルⅡ 2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒131-0033 東京都墨田区向島３丁目２−５ 向島パークハイツ第２ 104号,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0011 東京都墨田区石原１丁目２３−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0033 東京都台東区花川戸２丁目３−１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0013 東京都荒川区西日暮里１丁目３０−９ 1F【荒川区・動物病院】,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0011 東京都墨田区石原２丁目１２−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0014 東京都荒川区東日暮里１丁目３３−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0055 東京都台東区三筋１丁目９−４ クレセントビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0025 東京都台東区東浅草２丁目２８−１６,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0014 東京都墨田区亀沢４丁目１２−７ クオーマンション １階,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0005 東京都墨田区東駒形４丁目２３−４ メゾンドール日興,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0053 東京都台東区浅草橋２丁目２６−１４,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0055 東京都台東区三筋２丁目２３−４ ピラミッドビル １F,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0051 東京都台東区蔵前２丁目１−32 102,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0031 東京都台東区千束３丁目２３−１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0042 東京都台東区寿３丁目４−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒103-0002 東京都中央区日本橋馬喰町１丁目１１−９ 101 GREEN PARK,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0021 東京都墨田区緑１丁目２４−６ ファーストドッググルーミングスクール 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0052 東京都台東区柳橋２丁目５−５ 4CURIOSITY2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒110-0013 東京都台東区入谷１丁目１−１ 品川ビル 111,,,nominatim,"{""note"": ""no_result""}"
"59-2, 1F, １丁目-５９-1 南千住 荒川区 東京都 116-0003 日本",,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0034 東京都台東区雷門２丁目１９−１５ 石川ビル 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0021 東京都墨田区緑２丁目５−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒113-0033 東京都文京区本郷４丁目９−１ ＡＴプラザ 102,,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0003 東京都荒川区南千住４丁目１−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0024 東京都台東区今戸１丁目１−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒131-0033 東京都墨田区向島１丁目３−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0003 東京都荒川区南千住４丁目１−１ 4丁目1−4 ロイヤルホームセンター内,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0014 東京都墨田区亀沢２丁目２４−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0015 東京都墨田区横網２丁目３−２５,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0014 東京都墨田区亀沢２丁目１０−５ １Ｆ,,,nominatim,"{""note"": ""no_result""}"
日本、〒131-0033 東京都墨田区向島２丁目１８−７ 下田ビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0056 東京都台東区小島２丁目１８−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0003 東京都荒川区南千住３丁目３７−３,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0032 東京都台東区浅草１丁目２３−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0003 東京都荒川区南千住５丁目２２−１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0031 東京都台東区千束３丁目１６−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0003 東京都荒川区南千住４丁目１ 店4-346-1 ロイヤルホームセンター南千住店 2階ペットエリア,,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0014 東京都荒川区東日暮里１丁目１４−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0032 東京都台東区浅草３丁目４２−３,,,nominatim,"{""note"": ""no_result""}"
"グリーンハイツ浅草 3階, １丁目-１-16 西浅草 台東区 東京都 111-0035 日本",,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0042 東京都台東区寿１丁目１９−７ 小山ビル 201,,,nominatim,"{""note"": ""no_result""}"
"4-chōme-15-10, ４丁目-１５-203 東駒形 墨田区 東京都 130-0005 日本",,,nominatim,"{""note"": ""no_result""}"
日本、〒116-0014 東京都荒川区東日暮里５丁目８−１３ ユアぺティア 内2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0042 東京都台東区寿４丁目９−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0002 東京都墨田区業平４丁目１５−９ 三谷ビル 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0071 東京都江東区亀戸３丁目４３−１７,,,nominatim,"{""note"": ""no_result""}"
日本、〒131-0045 東京都墨田区押上１丁目１７−５ ニックハイム押上,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0001 東京都江東区毛利１丁目２１−６,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0036 東京都台東区松が谷２丁目３１−７ ユーハイム久米 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0071 東京都江東区亀戸６丁目３８−１１ ノビールメンテウエダ:Ａ ・ウエダビル１階,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0004 東京都江東区森下１丁目５−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0071 東京都江東区亀戸６丁目３８−１１ ノビールメンテウエダ B 1F ・ウエダビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0072 東京都江東区大島１丁目２９−７ ハイネス久米 1階 ビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0071 東京都江東区亀戸５丁目２９−２１,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0071 東京都江東区亀戸２丁目３６−９ Park Cube 亀戸,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0071 東京都江東区亀戸２丁目１６−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0072 東京都江東区大島２丁目３４−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0071 東京都江東区亀戸２丁目３２−１２ KAMマンション,,,nominatim,"{""note"": ""no_result""}"
日本、〒110-0013 東京都台東区入谷１丁目７−９ 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0004 東京都墨田区本所１丁目２−１０ 八幡ビル １F,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0071 東京都江東区亀戸１丁目２２−１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0002 東京都江東区毛利２丁目１３−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒131-0034 東京都墨田区堤通２丁目２−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒131-0043 東京都墨田区立花２丁目１１−１６ 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒111-0053 東京都台東区浅草橋１丁目２６−６ イチホテル浅草橋 1F,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0001 東京都江東区毛利１丁目９−３ 豊徳ビル 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒131-0032 東京都墨田区東向島５丁目３,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0004 東京都江東区森下５丁目２０−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0071 東京都江東区亀戸３丁目６０−２１,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0012 東京都墨田区太平４丁目１−２ 区画 オリナスモール 1F 109-1,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0002 東京都江東区住吉１丁目４−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0012 東京都墨田区太平４丁目１−２ オリナスモール 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0071 東京都江東区亀戸４丁目１９−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒131-0045 東京都墨田区押上１丁目１−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0072 東京都江東区大島８丁目９−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0022 東京都江東区三好２丁目９−９ ブルーウッド三好 103,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-8614 東京都江東区豊洲２丁目４−９ アーバンドックららぽーと豊洲,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0003 東京都江東区猿江１丁目１３−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0023 東京都墨田区立川３丁目３−３ 三三三ビル １階,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0041 東京都江東区冬木２１−２１,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0074 東京都江東区東砂７丁目１−２８,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0042 東京都江東区木場５丁目７,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0024 東京都江東区清澄１丁目１−７ 清澄リバーサイドビル 「LYURO 東京 清澄 by THE SHARE HOTELS」2F,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0021 東京都江東区白河３丁目５−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0047 東京都江東区富岡１丁目２１−１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0023 東京都江東区平野３丁目１−１２,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0073 東京都江東区北砂３丁目１２−７,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0061 東京都江東区豊洲６丁目２−１０ 10CanalPlaceTOYOSU 動物病院,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0004 東京都江東区森下２丁目１−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0016 東京都江東区東陽１丁目２７−３ 北野ビル 1階,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0014 東京都墨田区亀沢１丁目１７−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0072 東京都江東区大島１丁目３０−１４,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0043 東京都江東区塩浜２丁目１１−２９,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0013 東京都江東区千田６−１３,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0073 東京都江東区北砂１丁目１２−１,,,nominatim,"{""note"": ""no_result""}"
日本、〒103-0007 東京都中央区日本橋浜町２丁目４８−５,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0002 東京都江東区住吉１丁目１４−８,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0006 東京都江東区常盤２丁目１４−１１ ＴＣＳビル １F,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0076 東京都江東区南砂６丁目７−１５ イオン南砂 １階,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0042 東京都江東区木場１丁目５−３０ イトーヨーカドー木場店３Ｆ,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0073 東京都江東区北砂４丁目１８−１６ 張替ビル １階,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0073 東京都江東区北砂５丁目１７−３０,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0016 東京都江東区東陽６丁目２−１３ ＭＦＰＲコート木場公園１Ｆ,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0072 東京都江東区大島７丁目２２−１９,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0042 東京都江東区木場６丁目５−７ デオフォレスト １F,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0073 東京都江東区北砂３丁目１−１ 二見ビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0073 東京都江東区北砂２丁目１７−１ アリオ北砂内 １Ｆ,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0021 東京都墨田区緑３丁目１４−１１,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0075 東京都江東区新砂３丁目４−３１ カインズ南砂町SUNAMO店内,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0016 東京都江東区東陽５丁目１７−２,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0072 東京都江東区大島１丁目３８−１０,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0052 東京都江東区潮見２丁目６−１ 潮見駅前プラザ１番街,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0072 東京都江東区大島９丁目９−９,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0072 東京都江東区大島９丁目３−１４,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0042 東京都江東区木場５丁目８−８,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0081 東京都江東区夢の島３丁目２−2 東京 夢の島マリーナマリンセンター 内,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0016 東京都江東区東陽１丁目５−４,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0053 東京都江東区辰巳２丁目１−３５,,,nominatim,"{""note"": ""no_result""}"
日本、〒130-0024 東京都墨田区菊川３丁目８−５ 2F 3F,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0042 東京都江東区木場３丁目１６−８ 2階,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0074 東京都江東区東砂７丁目１７−２４ 302,,,nominatim,"{""note"": ""no_result""}"
日本、〒135-0051 東京都江東区枝川３丁目３−１２ Tzビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0071 東京都江東区亀戸９丁目７−１０ セイザンハイツ,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0074 東京都江東区東砂５丁目１４−１０,,,nominatim,"{""note"": ""no_result""}"
日本、〒136-0076 東京都江東区南砂６丁目７−１５ イオンスタイル,,,nominatim,"{""note"": ""no_result""}"
日本、〒140-0011 東京都品川区東大井５丁目１７−７ 三興ビル,,,nominatim,"{""note"": ""no_result""}"
日本、〒143-0026 東京都大田区西馬込２丁目３−１ Cheval Café シュヴァルカフェ,,,nominatim,"{""note"": ""no_result""}"
日本、〒142-0064 東京都品川区旗の台３丁目１１ Liberté HATANODAI A101,,,nominatim,"{""note"": ""no_result""}"
日本、〒141-0032 東京都品川区大崎５丁目１−５ 高徳ビル １Ｆ,,,nominatim,"{""note"": ""no_result""}"
日本、〒143-0025 東京都大田区南馬込４丁目２８−２,,,nominatim,"{""note"": ""no_result""}"
